match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2023-wimbledon-2232,0:00:00,1,0,0,0,1,0,0X,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0,nan,nan,nan
2023-wimbledon-2232,0:00:00,1,0,0,0,1,0,0Y,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0,nan,nan,nan
2023-wimbledon-2232,0:00:00,1,0,0,0,1,0,1,1,1,148,nan,15,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,92,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,9.302999999999999,9.544,1,BW,CTL,ND
2023-wimbledon-2232,0:00:20,1,0,0,0,1,0,2,2,1,138,nan,15,15,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,86,0,0,1,nan,nan,nan,nan,nan,nan,2,0,B,12.48,10.897,4,B,NCTL,ND
2023-wimbledon-2232,0:01:00,1,0,0,0,1,0,3,2,1,168,nan,15,30,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11020.0,105,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,8.846,10.222000000000001,2,BC,NCTL,ND
2023-wimbledon-2232,0:01:23,1,0,0,0,1,0,4,2,1,136,nan,15,40,1,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11020.0,85,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,19.705,20.871,6,BC,NCTL,ND
2023-wimbledon-2232,0:02:05,1,0,1,0,1,2,5,2,1,123,nan,0,0,1,12,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12021.0,77,0,1,2,nan,nan,nan,nan,nan,nan,2,0,0,10.548,11.647,2,C,NCTL,ND
2023-wimbledon-2232,0:03:20,1,0,1,0,2,0,6,1,2,0,nan,15,0,2,8,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25000.0,0,0,0,2,nan,nan,nan,nan,nan,nan,0,0,0,1.69,1.308,0,W,CTL,nan
2023-wimbledon-2232,0:04:10,1,0,1,0,2,0,7,1,2,131,nan,30,0,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,82,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,11.37,13.74,2,BW,NCTL,D
2023-wimbledon-2232,0:04:57,1,0,1,0,2,0,8,2,2,152,nan,30,15,3,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11030.0,95,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,4.88,5.056,1,BW,NCTL,D
2023-wimbledon-2232,0:05:36,1,0,1,0,2,0,9,2,2,173,nan,30,30,3,13,3,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23000.0,108,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,1.058,0.987,1,C,NCTL,nan
2023-wimbledon-2232,0:05:58,1,0,1,0,2,0,10,1,2,0,nan,40,30,4,9,4,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25000.0,0,0,0,2,nan,nan,nan,nan,nan,nan,0,0,0,3.614,4.2589999999999995,0,W,CTL,D
2023-wimbledon-2232,0:06:44,1,1,1,0,2,1,11,1,2,167,nan,0,0,10,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21031.0,104,1,0,1,nan,nan,nan,nan,nan,nan,1,0,0,11.732000000000001,35.727,2,C,NCTL,D
2023-wimbledon-2232,0:07:21,1,1,1,0,3,0,12,2,1,167,nan,0,15,8,7,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12020.0,104,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,6.976,7.684,2,BW,CTL,D
2023-wimbledon-2232,0:07:44,1,1,1,0,3,0,13,1,1,160,nan,15,15,12,7,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13000.0,100,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,17.117,6.569,1,C,CTL,D
2023-wimbledon-2232,0:08:04,1,1,1,0,3,0,14,1,1,173,nan,30,15,15,7,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11410.0,108,0,0,1,nan,nan,nan,nan,nan,nan,1,0,F,29.656,38.573,7,BC,NCTL,ND
2023-wimbledon-2232,0:08:39,1,1,1,0,3,0,15,2,1,168,nan,30,30,15,10,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,105,0,0,1,nan,nan,nan,nan,nan,nan,1,0,B,4.816,7.9270000000000005,2,W,NCTL,ND
2023-wimbledon-2232,0:09:03,1,1,1,0,3,0,16,2,1,160,nan,30,40,13,11,7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11020.0,100,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,9.853,9.546,2,BW,NCTL,ND
2023-wimbledon-2232,0:09:27,1,1,1,0,3,0,17,1,1,170,nan,40,40,14,9,8,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,106,0,1,1,nan,nan,nan,nan,nan,nan,1,0,0,36.633,39.96,9,B,NCTL,D
2023-wimbledon-2232,0:10:04,1,1,1,0,3,0,18,2,1,160,nan,40,AD,14,12,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,100,0,0,1,nan,nan,nan,nan,nan,nan,1,0,B,16.43,21.614,6,BW,NCTL,ND
