match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,match_victor
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:00:00,1,1,1,0,0,0,0,0,0,2,1,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.2830000000000001,1,102.0,W,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:00:35,1,1,2,0,0,0,0,0,15,2,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.958,12.433,3,125.0,W,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:00:58,1,1,3,0,0,0,0,0,30,2,2,2,1,2,1,2,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.833,16.819000000000003,6,101.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:01:39,1,1,4,0,0,0,0,15,30,2,1,1,1,3,1,2,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.242999999999999,4.63,3,121.0,C,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:02:03,1,1,5,0,0,0,0,15,40,2,1,1,1,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.032,1,126.0,C,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:03:01,1,2,6,0,0,0,1,0,0,1,1,2,2,4,2,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.814,11.995,3,111.0,W,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:03:24,1,2,7,0,0,0,1,15,0,1,1,2,3,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,1.27,1,117.0,W,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:03:43,1,2,8,0,0,0,1,30,0,1,1,2,4,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105,1.286,1,129.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:04:01,1,2,9,0,0,0,1,40,0,1,1,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.719000000000001,15.222000000000001,4,103.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:04:25,1,2,10,0,0,0,1,40,15,1,1,1,4,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.104,8.579,2,120.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:04:45,1,2,11,0,0,0,1,40,30,1,2,2,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.553,8.11,1,108.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:05:28,1,3,12,0,0,1,1,0,0,2,1,1,5,7,2,2,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.79,11.314,3,124.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:05:49,1,3,13,0,0,1,1,0,15,2,2,2,6,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.454,7.482,2,97.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:06:25,1,3,14,0,0,1,1,15,15,2,1,1,6,8,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0.853,1,106.0,W,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:06:44,1,3,15,0,0,1,1,15,30,2,1,2,7,8,2,2,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.175,16.792,4,91.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:07:14,1,3,16,0,0,1,1,30,30,2,2,2,8,8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.03,7.025,2,105.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:07:49,1,3,17,0,0,1,1,40,30,2,1,2,9,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,22.433000000000003,18.723,4,120.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:09:30,1,4,18,0,0,2,1,0,0,1,2,1,9,9,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.307,9.712,2,93.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:10:00,1,4,19,0,0,2,1,0,15,1,2,2,10,9,2,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.684,20.177,5,106.0,B,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:10:38,1,4,20,0,0,2,1,15,15,1,1,2,11,9,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6459999999999999,0.828,1,113.0,W,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:11:28,1,4,21,0,0,2,1,30,15,1,2,2,12,9,2,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.443,10.169,3,92.0,W,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:12:15,1,4,22,0,0,2,1,40,15,1,2,1,12,10,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.292999999999999,8.595,2,105.0,BC,1.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:12:47,1,4,23,0,0,2,1,40,30,1,2,1,12,11,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.384,6.705,2,115.0,BC,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:13:37,1,4,24,0,0,2,1,40,40,1,1,1,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.561,26.750999999999998,6,110.0,BW,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:14:34,1,4,25,0,0,2,1,40,50,1,2,2,13,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.652999999999999,13.662,3,105.0,BC,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:15:12,1,4,26,0,0,2,1,40,40,1,1,2,14,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307,4.039,1,123.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:15:33,1,4,27,0,0,2,1,50,40,1,1,2,15,12,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.354000000000001,10.895999999999999,3,104.0,W,1.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:16:27,1,5,28,0,0,3,1,0,0,2,1,2,16,12,1,2,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.027,5.515,2,112.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:16:51,1,5,29,0,0,3,1,15,0,2,1,2,17,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.904,5.596,2,123.0,BW,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:17:22,1,5,30,0,0,3,1,30,0,2,1,1,17,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.532,5.369,1,127.0,BC,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:17:47,1,5,31,0,0,3,1,30,15,2,1,2,18,13,1,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.145,21.193,8,120.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:18:29,1,5,32,0,0,3,1,40,15,2,2,2,19,13,1,2,0,0,1,0,F,0,0,0,0,0,0,0,0,1,0,1,0,0,0,28.46,20.706999999999997,8,95.0,B,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:20:23,1,6,33,0,0,4,1,0,0,1,2,1,19,14,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5729999999999995,10.237,2,106.0,B,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:20:56,1,6,34,0,0,4,1,0,15,1,1,2,20,14,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7170000000000001,1.043,1,119.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:21:14,1,6,35,0,0,4,1,15,15,1,1,2,21,14,1,2,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,21.142,5,121.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:21:47,1,6,36,0,0,4,1,30,15,1,2,2,22,14,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.883,16.083,3,107.0,W,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:22:24,1,6,37,0,0,4,1,40,15,1,1,2,23,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.092,3.7489999999999997,1,105.0,W,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:23:02,1,7,38,0,0,5,1,0,0,2,1,1,23,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.213,1.786,1,127.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:23:31,1,7,39,0,0,5,1,0,15,2,2,1,23,16,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.605,4.291,1,96.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:24:12,1,7,40,0,0,5,1,0,30,2,1,2,24,16,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.408,27.853,6,119.0,B,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:24:52,1,7,41,0,0,5,1,15,30,2,1,1,24,17,1,2,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.547000000000001,9.781,3,115.0,BC,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:25:24,1,7,42,0,0,5,1,15,40,2,2,2,25,17,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.171,7.454,2,96.0,B,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:26:06,1,7,43,0,0,5,1,30,40,2,1,1,25,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,6.57,1,122.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:27:39,1,8,44,0,0,5,2,0,0,1,2,1,25,19,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.725,14.661,4,105.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:28:12,1,8,45,0,0,5,2,0,15,1,1,2,26,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.361,15.165999999999999,1,121.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:28:32,1,8,46,0,0,5,2,15,15,1,2,2,27,19,1,2,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,7.36,3,107.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:29:04,1,8,47,0,0,5,2,30,15,1,1,2,28,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.455,26.551,5,113.0,C,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:29:34,1,8,48,0,0,5,2,40,15,1,1,2,29,19,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6829999999999999,0.743,1,123.0,C,0.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:31:43,2,1,49,1,0,0,0,0,0,2,2,2,30,19,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.296,26.995,8,92.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:32:30,2,1,50,1,0,0,0,15,0,2,2,1,30,20,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.954,16.359,5,97.0,B,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:33:05,2,1,51,1,0,0,0,15,15,2,2,2,31,20,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.575,22.381,6,98.0,BW,1.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:33:54,2,1,52,1,0,0,0,30,15,2,1,1,31,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013999999999999,8.285,1,124.0,B,1.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:34:18,2,1,53,1,0,0,0,30,30,2,1,1,31,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.648,4.037,1,108.0,W,1.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:34:38,2,1,54,1,0,0,0,30,40,2,1,1,31,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.544,8.201,1,129.0,BC,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:35:28,2,2,55,1,0,0,1,0,0,1,2,1,31,24,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44.523,44.931999999999995,6,105.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:36:12,2,2,56,1,0,0,1,0,15,1,1,2,32,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.434000000000001,14.505999999999998,3,127.0,W,1.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:36:40,2,2,57,1,0,0,1,15,15,1,2,1,32,25,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.425,30.45,8,116.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:37:27,2,2,58,1,0,0,1,15,30,1,2,2,33,25,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.669,11.845999999999998,1,109.0,W,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:38:15,2,2,59,1,0,0,1,30,30,1,1,2,34,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.127,14.343,3,119.0,BW,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:38:44,2,2,60,1,0,0,1,40,30,1,1,2,35,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0089999999999995,7.59,1,124.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:39:24,2,3,61,1,0,1,1,0,0,2,2,2,36,25,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0239999999999996,1.9769999999999999,0,nan,B,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:39:57,2,3,62,1,0,1,1,15,0,2,1,2,37,25,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.835,11.161,4,126.0,C,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:40:29,2,3,63,1,0,1,1,30,0,2,2,1,37,26,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.474,4.138,1,89.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:41:02,2,3,64,1,0,1,1,30,15,2,2,1,37,27,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.776,8.795,1,92.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:41:34,2,3,65,1,0,1,1,30,30,2,2,1,37,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.734,4.748,1,89.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:42:30,2,3,66,1,0,1,1,30,40,2,2,1,37,29,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.28,4.4430000000000005,1,90.0,BC,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:44:10,2,4,67,1,0,1,2,0,0,1,1,1,37,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.417000000000001,9.107999999999999,2,123.0,C,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:44:30,2,4,68,1,0,1,2,0,15,1,1,2,38,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345,1.756,1,122.0,W,1.0,nan,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:44:47,2,4,69,1,0,1,2,15,15,1,2,2,39,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.142000000000001,12.675,3,106.0,B,0.0,1.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:45:23,2,4,70,1,0,1,2,30,15,1,1,2,40,30,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.39,6.337999999999999,1,125.0,W,0.0,0.0,1
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,0:45:45,2,4,71,1,0,1,2,40,15,1,1,2,41,30,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0090000000000001,1.7080000000000002,1,100.0,W,1.0,nan,1
