match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,match_victor
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:00:00,1,1,1,0,0,0,0,0,0,2,1,1,0,1,2,2,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.789,20.381,7,117.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:00:32,1,1,2,0,0,0,0,0,15,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.265,12.613,4,93.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:01:08,1,1,3,0,0,0,0,15,15,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.384,20.467,6,96.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:01:50,1,1,4,0,0,0,0,30,15,2,1,1,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,1.131,1,119.0,W,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:02:15,1,1,5,0,0,0,0,30,30,2,1,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0.87,1,130.0,C,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:02:38,1,1,6,0,0,0,0,30,40,2,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.632,17.523,5,89.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:03:47,1,2,7,0,0,0,1,0,0,1,1,1,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8389999999999995,12.857000000000001,2,120.0,B,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:04:09,1,2,8,0,0,0,1,0,15,1,2,2,3,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.701,50.934,7,98.0,B,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:04:57,1,2,9,0,0,0,1,15,15,1,2,2,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,4.091,1,101.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:05:44,1,2,10,0,0,0,1,30,15,1,2,1,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.644000000000002,19.766,4,96.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:06:30,1,2,11,0,0,0,1,30,30,1,1,2,5,6,2,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.03,13.995,3,118.0,W,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:07:00,1,2,12,0,0,0,1,40,30,1,1,2,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123,4.979,1,116.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:07:38,1,3,13,0,0,1,1,0,0,2,2,2,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.120999999999999,13.184000000000001,4,101.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:08:17,1,3,14,0,0,1,1,15,0,2,1,1,7,7,2,2,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.526,21.285,7,123.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:08:51,1,3,15,0,0,1,1,15,15,2,2,2,8,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.368000000000002,25.065,8,104.0,BC,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:09:40,1,3,16,0,0,1,1,30,15,2,1,2,9,7,2,2,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.782,13.489,4,125.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:10:16,1,3,17,0,0,1,1,40,15,2,1,1,9,8,1,2,0,0,0,1,F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.304,9.581,3,127.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:10:48,1,3,18,0,0,1,1,40,30,2,2,1,9,9,1,2,0,0,0,1,F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41.141000000000005,44.461999999999996,9,94.0,BW,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:11:57,1,3,19,0,0,1,1,40,40,2,1,2,10,9,1,2,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.929,11.969000000000001,4,123.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:12:33,1,3,20,0,0,1,1,50,40,2,1,1,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.4939999999999998,2.8710000000000004,1,119.0,W,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:12:59,1,3,21,0,0,1,1,40,40,2,1,1,10,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.507999999999999,8.606,1,126.0,BC,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:13:21,1,3,22,0,0,1,1,40,50,2,1,1,10,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.942,8.427999999999999,1,125.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:15:07,1,4,23,0,0,1,2,0,0,1,2,2,11,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.808,18.581,5,102.0,C,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:15:44,1,4,24,0,0,1,2,15,0,1,1,2,12,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.175,18.165,5,122.0,C,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:16:13,1,4,25,0,0,1,2,30,0,1,1,2,13,12,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635,4.13,1,128.0,C,1.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:16:35,1,4,26,0,0,1,2,40,0,1,2,2,14,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.33,8.908999999999999,3,104.0,BC,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:17:27,1,5,27,0,0,2,2,0,0,2,1,2,15,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.354,6.4479999999999995,2,99.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:17:52,1,5,28,0,0,2,2,15,0,2,2,1,15,13,1,2,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,45.349,41.806000000000004,13,90.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:18:50,1,5,29,0,0,2,2,15,15,2,1,1,15,14,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.070999999999998,18.340999999999998,5,113.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:19:24,1,5,30,0,0,2,2,15,30,2,1,1,15,15,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8140000000000001,0.696,1,118.0,W,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:19:42,1,5,31,0,0,2,2,15,40,2,1,1,15,16,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0.746,1,115.0,W,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:21:31,1,6,32,0,0,2,3,0,0,1,1,2,16,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,2.125,1,113.0,W,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:21:53,1,6,33,0,0,2,3,15,0,1,2,1,16,17,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.291,6.704,0,nan,B,1.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:22:26,1,6,34,0,0,2,3,15,15,1,1,1,16,18,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18.241,18.658,4,120.0,W,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:22:58,1,6,35,0,0,2,3,15,30,1,1,1,16,19,1,2,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.866,32.167,10,124.0,C,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:23:40,1,6,36,0,0,2,3,15,40,1,1,2,17,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.628,4.944,1,116.0,W,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:24:04,1,6,37,0,0,2,3,30,40,1,1,2,18,19,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.816,1.61,1,127.0,C,0.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:24:27,1,6,38,0,0,2,3,40,40,1,1,1,18,20,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.21,34.881,6,121.0,BC,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:25:06,1,6,39,0,0,2,3,40,50,1,1,2,19,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.231,7.204,1,124.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:25:32,1,6,40,0,0,2,3,40,40,1,2,2,20,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.807,4.812,1,103.0,C,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:26:09,1,6,41,0,0,2,3,50,40,1,2,2,21,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.524,5.475,1,96.0,B,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:27:01,1,7,42,0,0,3,3,0,0,2,1,2,22,20,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.967,34.244,6,116.0,BW,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:27:36,1,7,43,0,0,3,3,15,0,2,1,1,22,21,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.571,49.125,13,118.0,BC,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:28:37,1,7,44,0,0,3,3,15,15,2,1,1,22,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.087,5.937,1,118.0,W,1.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:29:02,1,7,45,0,0,3,3,15,30,2,1,1,22,23,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.079,9.494,3,113.0,BW,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:29:29,1,7,46,0,0,3,3,15,40,2,1,1,22,24,1,2,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.573,9.84,3,119.0,W,1.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:31:10,1,8,47,0,0,3,4,0,0,1,1,2,23,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,5.3389999999999995,1,118.0,BC,0.0,0.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:31:32,1,8,48,0,0,3,4,15,0,1,2,2,24,24,2,2,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.706,21.388,5,97.0,B,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:32:18,1,8,49,0,0,3,4,30,0,1,1,2,25,24,2,2,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.777999999999999,17.178,3,116.0,W,1.0,nan,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:32:48,1,8,50,0,0,3,4,40,0,1,2,2,26,24,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.287,7.611000000000001,1,108.0,BC,0.0,1.0,1
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0:33:40,1,9,51,0,0,4,4,0,0,2,2,1,26,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,4.14,1,98.0,C,0.0,nan,1
