match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,match_victor
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:00:00,1,1,1,0,0,0,0,0,0,2,1,2,1,0,1,1,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.205,9.695,4,129.0,BC,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:00:25,1,1,2,0,0,0,0,15,0,2,1,1,1,1,1,1,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.230999999999998,8.83,3,125.0,W,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:00:49,1,1,3,0,0,0,0,15,15,2,2,1,1,2,1,1,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.497,19.551,5,108.0,BC,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:01:28,1,1,4,0,0,0,0,15,30,2,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.988999999999999,9.202,3,103.0,BC,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:02:03,1,1,5,0,0,0,0,15,40,2,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8560000000000003,3.839,1,121.0,BC,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:03:30,1,2,6,0,0,0,1,0,0,1,2,1,1,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,1.074,0,nan,B,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:03:57,1,2,7,0,0,0,1,0,15,1,1,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1610000000000005,4.614,1,134.0,C,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:04:15,1,2,8,0,0,0,1,15,15,1,2,2,3,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282,4.883,1,114.0,BC,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:04:41,1,2,9,0,0,0,1,30,15,1,2,2,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4610000000000003,4.077,1,115.0,BC,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:05:20,1,2,10,0,0,0,1,40,15,1,1,2,5,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5660000000000001,0.664,1,128.0,C,0.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:05:51,1,3,11,0,0,1,1,0,0,2,2,1,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.620999999999999,7.982,3,111.0,BC,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:06:22,1,3,12,0,0,1,1,0,15,2,2,2,6,6,2,1,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.702,13.970999999999998,4,108.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:07:01,1,3,13,0,0,1,1,15,15,2,2,2,7,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.089,7.599,2,102.0,BC,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:07:39,1,3,14,0,0,1,1,30,15,2,1,1,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.518,4.0089999999999995,1,122.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:08:00,1,3,15,0,0,1,1,30,30,2,2,2,8,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.651,6.005,2,107.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:08:35,1,3,16,0,0,1,1,40,30,2,1,2,9,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,17.567999999999998,15.895,4,126.0,C,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:10:11,1,4,17,0,0,2,1,0,0,1,2,1,9,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.474,12.277000000000001,4,101.0,BW,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:10:46,1,4,18,0,0,2,1,0,15,1,1,2,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696,2.282,1,133.0,BW,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:11:07,1,4,19,0,0,2,1,15,15,1,1,2,11,8,1,1,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8629999999999995,8.52,3,127.0,BW,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:11:32,1,4,20,0,0,2,1,30,15,1,1,1,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.425,8.404,2,124.0,C,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:11:59,1,4,21,0,0,2,1,30,30,1,1,2,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.226,18.157,3,123.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:12:29,1,4,22,0,0,2,1,40,30,1,2,2,13,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,4.625,1,85.0,C,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:13:18,1,5,23,0,0,3,1,0,0,2,1,2,14,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.443,3.508,2,128.0,C,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:13:38,1,5,24,0,0,3,1,15,0,2,2,2,15,9,1,1,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.91,12.597999999999999,4,106.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:14:19,1,5,25,0,0,3,1,30,0,2,1,1,15,10,1,1,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.138,27.873,9,121.0,C,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:14:55,1,5,26,0,0,3,1,30,15,2,1,1,15,11,1,1,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.003,8.547,3,117.0,C,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:15:19,1,5,27,0,0,3,1,30,30,2,1,1,15,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.704,4.96,1,121.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:15:40,1,5,28,0,0,3,1,30,40,2,1,1,15,13,1,1,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,6.074,3,122.0,W,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:17:18,1,6,29,0,0,3,2,0,0,1,2,1,15,14,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9840000000000001,0.907,0,nan,BC,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:17:43,1,6,30,0,0,3,2,0,15,1,2,1,15,15,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.245,2.765,0,nan,C,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:18:14,1,6,31,0,0,3,2,0,30,1,2,2,16,15,1,1,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.126,21.728,5,103.0,BC,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:18:55,1,6,32,0,0,3,2,15,30,1,2,1,16,16,1,1,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.385,25.333000000000002,6,101.0,BC,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:19:44,1,6,33,0,0,3,2,15,40,1,1,2,17,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.6610000000000005,4.276,1,123.0,BW,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:20:16,1,6,34,0,0,3,2,30,40,1,1,2,18,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7689999999999997,4.89,1,127.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:20:44,1,6,35,0,0,3,2,40,40,1,2,2,19,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,1.003,1,125.0,C,0.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:21:23,1,6,36,0,0,3,2,50,40,1,1,2,20,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,11.004000000000001,1,133.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:21:53,1,7,37,0,0,4,2,0,0,2,1,1,20,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.377,12.142999999999999,3,125.0,C,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:22:16,1,7,38,0,0,4,2,0,15,2,1,1,20,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.577,8.954,3,118.0,W,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:22:38,1,7,39,0,0,4,2,0,30,2,2,2,21,18,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20.491999999999997,14.687000000000001,4,100.0,B,1.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:23:21,1,7,40,0,0,4,2,15,30,2,1,1,21,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511,4.041,1,117.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:23:40,1,7,41,0,0,4,2,15,40,2,2,2,22,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.968,20.898000000000003,4,107.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:24:25,1,7,42,0,0,4,2,30,40,2,1,1,22,20,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,1.444,1,124.0,W,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:26:00,1,8,43,0,0,4,3,0,0,1,1,2,23,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6830000000000003,3.0610000000000004,1,122.0,W,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:26:25,1,8,44,0,0,4,3,15,0,1,1,2,24,20,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557,1.6059999999999999,1,126.0,nan,nan,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:26:43,1,8,45,0,0,4,3,30,0,1,2,1,24,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.083,14.956,4,107.0,BW,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:27:21,1,8,46,0,0,4,3,30,15,1,2,1,24,22,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6779999999999999,1.05,0,nan,BC,1.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:28:02,1,8,47,0,0,4,3,30,30,1,1,2,25,22,1,1,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.565,9.923,3,124.0,BW,0.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:28:37,1,8,48,0,0,4,3,40,30,1,2,1,25,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.306,10.046,2,107.0,B,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:29:08,1,8,49,0,0,4,3,40,40,1,1,1,25,24,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12.262,8.491,2,129.0,W,0.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:29:35,1,8,50,0,0,4,3,40,50,1,1,2,26,24,1,1,0,0,1,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.974,9.601,3,130.0,BC,0.0,1.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:30:03,1,8,51,0,0,4,3,40,40,1,2,1,26,25,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.48,6.222,0,nan,BC,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:30:38,1,8,52,0,0,4,3,40,50,1,2,2,27,25,1,1,0,0,1,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.201,8.853,3,109.0,C,0.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:31:14,1,8,53,0,0,4,3,40,40,1,2,2,28,25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9309999999999999,1.057,1,118.0,C,0.0,nan,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:31:41,1,8,54,0,0,4,3,50,40,1,2,2,29,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9789999999999996,4.244,1,102.0,W,1.0,0.0,1
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,0:32:25,1,9,55,0,0,5,3,0,0,2,1,1,29,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.854,7.007999999999999,3,119.0,BC,0.0,0.0,1
