match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,match_victor
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.008,5.212000000000001,1,109.0,W,1.0,nan,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:00:31,1,1,2,0,0,0,0,0,15,2,2,1,1,1,2,1,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.804,13.208,4,105.0,BC,0.0,1.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:01:15,1,1,3,0,0,0,0,15,15,2,1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9179999999999999,0.5870000000000001,1,125.0,C,0.0,nan,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:01:38,1,1,4,0,0,0,0,15,30,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.413000000000004,32.779,6,87.0,B,0.0,0.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:02:39,1,1,5,0,0,0,0,30,30,2,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.832,2.376,1,112.0,W,0.0,0.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:03:03,1,1,6,0,0,0,0,30,40,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.453,73.78399999999999,19,88.0,W,0.0,1.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:05:15,1,2,7,0,0,0,1,0,0,1,1,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6510000000000002,8.25,1,109.0,W,1.0,1.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:05:35,1,2,8,0,0,0,1,15,0,1,2,2,3,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.279,53.489,12,85.0,W,0.0,1.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:06:30,1,2,9,0,0,0,1,15,15,1,1,2,3,6,1,1,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.953000000000003,28.995,10,126.0,BC,0.0,0.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:07:13,1,2,10,0,0,0,1,15,30,1,2,1,4,6,1,1,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41.102,37.596,11,92.0,BW,0.0,0.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:08:10,1,2,11,0,0,0,1,30,30,1,1,1,5,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.848,1,125.0,C,0.0,nan,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:08:34,1,2,12,0,0,0,1,40,30,1,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6770000000000005,7.35,1,131.0,W,0.0,1.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:09:11,1,3,13,0,0,1,1,0,0,2,2,2,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.366,18.752,5,89.0,BC,0.0,0.0,2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0:09:54,1,3,14,0,0,1,1,0,15,2,2,1,7,7,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.225,6.206,0,nan,BC,1.0,0.0,2
