match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,match_victor
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:00,1,1,1,0,0,0,0,0,0,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.645999999999999,5.292999999999999,2,108.0,BC,0.0,0.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:36,1,1,2,0,0,0,0,15,0,2,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.596,4.0089999999999995,1,124.0,C,0.0,0.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:58,1,1,3,0,0,0,0,15,15,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.403,55.989,9,104.0,BW,0.0,1.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:01:52,1,1,4,0,0,0,0,15,30,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.565,8.453,2,98.0,W,0.0,1.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:02:32,1,1,5,0,0,0,0,30,30,2,2,1,3,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.195,2.378,0,nan,nan,nan,0.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:03:12,1,1,6,0,0,0,0,40,30,2,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.414,4.119,1,125.0,C,0.0,0.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:03:37,1,1,7,0,0,0,0,40,40,2,1,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.703,2.9760000000000004,1,125.0,C,0.0,0.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:04:01,1,1,8,0,0,0,0,40,50,2,2,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.651,14.614,4,106.0,B,0.0,1.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:04:45,1,1,9,0,0,0,0,40,40,2,1,2,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,4.433,1,117.0,W,0.0,1.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:05:08,1,1,10,0,0,0,0,40,50,2,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.320999999999998,24.065,4,124.0,C,0.0,1.0,2
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:05:42,1,1,11,0,0,0,0,40,40,2,1,2,5,6,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.589,1,132.0,C,1.0,nan,2
