match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,round_no,match_no
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0,1,1,1,0,0,0,0,0,0,1,2,2,0,1,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,6.0,7.84,2,95,Body/Center,False,False,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,38,1,1,2,0,0,0,0,0,15,1,1,1,1,1,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.253,7.094,1,118,Body,True,False,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,61,1,1,3,0,0,0,0,15,15,1,1,2,1,2,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,13.8,19.808,4,120,Body,False,True,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,91,1,1,4,0,0,0,0,15,30,1,1,1,2,2,0,0,False,False,True,False,Forehand,0,0,False,False,False,True,False,False,False,False,False,False,False,False,51.108,75.631,13,130,Body/Wide,True,True,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,141,1,1,5,0,0,0,0,30,30,1,1,1,3,2,0,0,True,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.649,0.813,1,112,Wide,False,,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,170,1,1,6,0,0,0,0,40,30,1,2,2,3,3,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.291,4.249,2,97,Body/Wide,False,False,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,213,1,1,7,0,0,0,0,40,40,1,1,1,4,3,0,0,True,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,6.817,17.821,1,109,Wide,True,True,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,241,1,1,8,0,0,0,0,AD,40,1,2,2,4,4,0,0,False,False,False,True,Forehand,0,0,False,False,False,True,False,True,False,False,False,False,False,False,17.503,18.067,6,105,Body,False,False,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,288,1,1,9,0,0,0,0,40,40,1,1,1,5,4,0,0,False,False,False,False,,0,0,False,False,True,False,True,False,False,False,False,False,False,False,34.489,24.594,7,128,Body/Center,True,True,3,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,332,1,1,10,0,0,0,0,AD,40,1,1,1,6,4,1,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,21.235,27.427,5,110,Body,False,False,3,1
