x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,labels
1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06961076240868874,0.8666666666666665,0.038461538461538464,1.0,0
1.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022416117362954254,0.0,0.06763993916154323,0.7833333333333334,0.038461538461538464,0.0,0
1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006718369642874462,0.1985468364159094,0.14169576487221783,0.6333333333333333,0.07692307692307693,1.0,1
1.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010279926680481428,0.2262935788956811,0.11137293545553864,0.8,0.11538461538461539,0.0,0
1.0,0.1875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011530367147165984,0.20447477601212632,0.03480002570639018,0.6666666666666667,0.038461538461538464,1.0,0
1.0,0.5,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.030705296268398574,0.5280278392553427,0.6286819048435123,0.8666666666666665,0.6153846153846154,0.0,0
1.0,0.3125,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.03668626810762581,0.5812867827584489,0.191534028834001,0.3500000000000001,0.15384615384615385,0.0,0
1.0,0.125,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0474536984653979,0.7907857188605262,0.35012103425376484,0.40000000000000013,0.3076923076923077,1.0,0
1.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.04994197154504398,0.4234598387429637,0.0758124290396521,0.3500000000000001,0.11538461538461539,0.0,1
1.0,0.1875,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.05138831866188645,0.32363845973199734,0.04129088922688032,0.7333333333333334,0.038461538461538464,1.0,1
1.0,0.375,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.05990055959473831,0.2739946342539549,0.27540112679676954,0.3500000000000001,0.2692307692307693,0.0,1
1.0,0.5,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.06378571821123649,0.3047444865891931,0.12209464235984663,0.44999999999999996,0.19230769230769232,0.0,1
1.0,0.625,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.06400102155942985,0.2776453341493443,0.0005034168076947787,0.95,0.038461538461538464,,1
1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07088523297050732,0.24180727435756935,0.22146055140206938,0.28333333333333344,0.19230769230769232,0.0,0
1.0,0.3125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07285173487300012,0.19957159428128182,0.058524881643495195,0.5666666666666667,0.038461538461538464,1.0,0
1.0,0.125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07860770501501628,0.32153912938279694,0.1840791756817549,0.44999999999999996,0.19230769230769232,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08463361253802561,0.3026451562399926,0.19302285726526852,0.4833333333333334,0.19230769230769232,1.0,0
1.0,0.5,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0949836906097352,0.48719408486987714,0.33629313853602105,0.3833333333333333,0.3076923076923077,0.0,0
1.0,0.3125,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.09748780432611022,0.4156104781491735,0.07633726783916368,0.8833333333333335,0.038461538461538464,0.0,1
1.0,0.5,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.10133126004183221,0.36756783683577543,0.12071292388766305,0.5166666666666666,0.11538461538461539,1.0,1
1.0,0.6875,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.10545370493096393,0.23047800684595188,0.1299565133566119,0.7666666666666666,0.15384615384615385,0.0,0
1.0,0.5,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.10566545221785077,0.1800157983504245,0.00038559585270238426,0.9166666666666667,0.038461538461538464,,1
1.0,0.625,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.11167648893903294,0.22773108645682857,0.19253015145348215,0.43333333333333335,0.19230769230769232,0.0,1
1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12278465462562756,0.38150881362927963,0.36141042394121803,0.8499999999999999,0.34615384615384615,1.0,0
1.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13128687393116112,0.5640082265284193,0.2750690859236092,0.8,0.19230769230769232,1.0,0
1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342581247918896,0.4970929611944123,0.09181465692680106,0.8833333333333335,0.038461538461538464,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373835794019998,0.3213683364052348,0.09692380197510764,0.25,0.07692307692307693,1.0,1
1.0,0.1875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14000278019338508,0.19186456116879333,0.08015038238255393,0.6499999999999999,0.038461538461538464,1.0,0
1.0,0.5,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.14310140270454624,0.19466841255043732,0.09603478931471049,0.7166666666666668,0.038461538461538464,1.0,1
1.0,0.6875,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1458460354765607,0.18628532390176558,0.08430624879501296,0.3666666666666667,0.07692307692307693,0.0,0
1.0,0.5,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.16105110706654036,0.46333999900370776,0.49715087508836575,0.7666666666666666,0.42307692307692313,1.0,1
1.0,0.6875,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.17212856131457888,0.6389792273041041,0.3603928793299201,0.3500000000000001,0.5384615384615385,0.0,0
1.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.17429872854644377,0.6263334305904456,0.06527280906578692,0.5166666666666666,0.07692307692307693,1.0,0
1.0,0.375,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.2046807465142517,0.9604258438240547,1.0,0.41666666666666674,1.0,1.0,0
1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.20747128480495,0.7780047110396311,0.08582721021400569,0.7833333333333334,0.038461538461538464,1.0,0
1.0,0.3125,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.20942259262731502,0.7731869257975678,0.058021464835800445,0.8833333333333335,0.038461538461538464,,0
1.0,0.125,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.21544882342862492,0.23703930373396148,0.1930335682611769,0.19999999999999996,0.15384615384615385,0.0,1
1.0,0.3125,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.21735648868041021,0.21760448616221065,0.05657548038816649,0.2666666666666666,0.07692307692307693,0.0,1
1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.2211446638067312,0.25803972360003136,0.11888134358732674,0.30000000000000004,0.11538461538461539,1.0,0
1.0,0.375,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.2262327409797272,0.23738800606315077,0.16195025813500138,0.7833333333333334,0.11538461538461539,0.0,0
1.0,0.5,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.22817111767006862,0.23806406159933396,0.057593024999464455,0.7333333333333334,0.038461538461538464,1.0,1
1.0,0.6875,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.2439063656730169,0.5010567815486653,0.514716908378141,0.30000000000000004,0.46153846153846156,1.0,0
1.0,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.25239177450691974,0.575842756598658,0.2745121141363724,0.43333333333333335,0.2692307692307693,0.0,1
1.0,0.6875,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.2735985077473645,1.0,0.6960005141278035,0.4666666666666668,0.6923076923076923,0.0,0
1.0,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.27604895726584144,0.7075597241693413,0.07455924251836936,0.5,0.038461538461538464,1.0,1
1.0,0.625,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.27788420817829446,0.5611687932764499,0.054176217304685,0.44999999999999996,0.038461538461538464,1.0,1
1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.28775939042643645,0.31172564954704285,0.3205586855465821,0.8666666666666665,0.15384615384615385,0.0,1
1.0,0.6875,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.30108524525508273,0.5511275894706129,0.434887855872839,0.8666666666666665,0.2692307692307693,1.0,0
1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.3096585857867462,0.699454174109208,0.2774255050234571,0.31666666666666665,0.19230769230769232,0.0,0
1.0,0.3125,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.3257116163591751,0.8354480824930083,0.5252458173560978,0.8499999999999999,0.42307692307692313,0.0,0
1.0,0.1875,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.33859296352450935,0.8256630681535145,0.42016023649878964,0.4833333333333334,0.2692307692307693,0.0,0
0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3401990101218436,0.6722909743027733,0.0465821212056297,0.4833333333333334,0.038461538461538464,1.0,1
0.5,0.6875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.35149241427467665,0.5675165989425068,0.36754782459673097,0.3833333333333333,0.34615384615384615,0.0,1
0.5,0.875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3530800340088773,0.318906070978715,0.04597159443885093,0.8,0.07692307692307693,0.0,0
0.5,0.6875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.358408306959212,0.4008440019641193,0.16990852809494225,0.5666666666666667,0.15384615384615385,0.0,0
0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36736828833838187,0.349478013962326,0.290235856129903,0.5333333333333334,0.3076923076923077,0.0,0
0.5,0.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.385027365508145,0.7032614342340292,0.5784580450290268,0.4833333333333334,0.34615384615384615,0.0,1
0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3877050796719371,0.6449142832743862,0.08208907264197424,0.3500000000000001,0.07692307692307693,1.0,0
0.5,0.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3964361800142889,0.6398758904363051,0.2826524710267561,0.28333333333333344,0.2692307692307693,0.0,1
0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.40328644720380435,0.40193992357014263,0.22033589683168742,0.3833333333333333,0.15384615384615385,1.0,0
0.5,0.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4190003588389136,0.6889077077447501,0.5140099826481866,0.31666666666666665,0.46153846153846156,1.0,0
0.5,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.424576909524102,0.6194661296176374,0.17813457295259313,0.75,0.19230769230769232,1.0,0
0.5,0.3125,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4348875476431395,0.6956397976103218,0.33498639703519634,0.5833333333333333,0.2692307692307693,1.0,0
0.5,0.125,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.43765707284429944,0.4106930636701988,0.08513099547995973,0.5666666666666667,0.038461538461538464,1.0,0
0.5,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4380766880784661,0.29717266458394126,0.007272766221803303,0.75,0.038461538461538464,,0
0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4512881023887033,0.36102788906996114,0.4310961633212656,0.8,0.46153846153846156,0.0,0
0.5,0.3125,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4571963366102977,0.4301207648678846,0.18912405475461108,0.7833333333333334,0.19230769230769232,0.0,1
0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.45971402801529754,0.476306032550295,0.07678712966731645,0.6666666666666667,0.07692307692307693,0.0,0
0.5,0.3125,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4636043590846052,0.27111961913166005,0.12226601829438102,0.3666666666666667,0.11538461538461539,1.0,1
0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4714726296426805,0.3142661950882787,0.2540648229472376,0.75,0.23076923076923078,1.0,0
0.5,0.375,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4925141676715234,0.7220344290177271,0.6905271952186115,0.3833333333333333,0.6923076923076923,0.0,0
0.5,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5016823402762736,0.8382163520043269,0.2971337374949123,0.8333333333333333,0.2692307692307693,0.0,0
0.5,0.3125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.505598856887929,0.7512257954327113,0.12313360896296138,0.4833333333333334,0.07692307692307693,1.0,1
0.5,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5071509160090647,0.32220095217085,0.04479338488892698,0.8833333333333335,0.038461538461538464,0.0,0
0.5,0.3125,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5075695614083295,0.12959628809928767,0.007240633234078104,0.8,0.038461538461538464,,0
0.5,0.1875,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5098315396775622,0.09317468563417569,0.06831473190377242,0.55,0.038461538461538464,1.0,0
0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5236704371692459,0.3636467147259129,0.45188620637946914,0.44999999999999996,0.42307692307692313,1.0,1
0.5,0.6875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5278135718696154,0.44563446032977283,0.13064201709474949,0.6333333333333333,0.11538461538461539,0.0,1
0.5,0.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5448012000090519,0.7697924153685215,0.5562113065272809,0.7166666666666668,0.5384615384615385,0.0,0
0.5,0.6875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5485670689326321,0.5480533158744957,0.11814228486964716,0.3833333333333333,0.11538461538461539,0.0,1
0.5,0.8125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5526051381853097,0.5457404943033427,0.1271609434245196,0.3500000000000001,0.15384615384615385,1.0,0
0.5,0.625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5545907135075373,0.2154980394389451,0.05915683040209079,0.5666666666666667,0.07692307692307693,0.0,0
0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5566396513766807,0.17770297677927144,0.06125618560013709,0.9333333333333333,0.038461538461538464,0.0,1
0.5,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5579511914421769,0.1176834779143331,0.036824403933077704,0.40000000000000013,0.038461538461538464,1.0,1
0.5,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5665843384594497,0.26401747781470386,0.279407039266511,0.3666666666666667,0.19230769230769232,0.0,0
0.5,0.3125,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5733434411681985,0.3677030479430121,0.21731539598551874,0.8666666666666665,0.19230769230769232,0.0,0
0.5,0.125,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5748376334735283,0.37172379928978594,0.04287611662132345,0.40000000000000013,0.038461538461538464,0.0,0
0.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5752313864436478,0.19034877349292992,0.0064158865491313385,,0.0,,1
0.5,0.1875,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5762202947651545,0.06332861280520351,0.026134830016494935,0.8666666666666665,0.038461538461538464,,0
0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900074677287437,0.3339358530041774,0.4501724470341253,0.8333333333333333,0.38461538461538464,0.0,0
0.5,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5946461880639186,0.4273809608528263,0.147061973822326,0.30000000000000004,0.15384615384615385,1.0,0
0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083761407683032,0.7078514955060098,0.4482766007583385,0.44999999999999996,0.3076923076923077,1.0,0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123453517429549,0.49172721514933715,0.12487950129603051,0.8833333333333335,0.15384615384615385,0.0,0
0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127151821188306,0.3977554956198718,0.005623272851909769,0.55,0.038461538461538464,,0
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6147841632426106,0.1410607667181418,0.061920267346457884,0.7333333333333334,0.038461538461538464,0.0,0
0.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187003565759656,0.13989368137146763,0.12312289796705297,0.6000000000000001,0.19230769230769232,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237632180415155,0.24320208367432633,0.16111480045414622,0.5166666666666666,0.15384615384615385,0.0,1
0.0,0.1875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6292689707788744,0.3188562563602593,0.1757888648486536,0.5666666666666667,0.07692307692307693,0.0,1
0.0,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6310916138376044,0.2727706179147601,0.05375848846425741,0.8333333333333333,0.038461538461538464,1.0,0
0.0,0.5,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6333270832861886,0.2105308103415148,0.06743643023928364,0.8833333333333335,0.038461538461538464,1.0,1
0.0,0.6875,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6335575807145097,0.09440581834743562,0.0010068336153895583,0.7666666666666666,0.038461538461538464,,1
0.0,0.875,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6359986551622695,0.10801944193394583,0.07424862363702577,0.8833333333333335,0.038461538461538464,0.0,1
0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.649057482114628,0.34627564563303714,0.42604057325250105,0.3666666666666667,0.42307692307692313,0.0,1
0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6547953486718111,0.46751019420584833,0.18347935991088457,0.5833333333333333,0.19230769230769232,0.0,0
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567873895600506,0.45762555062944343,0.05937105032025879,0.7666666666666666,0.038461538461538464,0.0,0
0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587965641982213,0.21438788508479167,0.05993873310340395,0.33333333333333326,0.07692307692307693,1.0,1
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6589966734662869,0.09248439734986232,0.0,0.7666666666666666,0.038461538461538464,,0
0.0,0.1875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612719061458437,0.09871834103087794,0.06875388273601678,0.6833333333333333,0.038461538461538464,1.0,0
0.0,0.5,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6691476121048326,0.2278591811900001,0.2543111758531308,0.55,0.2692307692307693,0.0,1
0.0,0.6875,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6737232931713925,0.324179304160944,0.1449733296201881,0.25,0.11538461538461539,0.0,1
0.0,0.875,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6800492029573499,0.413347471196476,0.20296266146826333,0.44999999999999996,0.23076923076923078,0.0,0
0.0,0.6875,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.6802990970837064,0.24547932337515396,0.0016494933698935326,0.9166666666666667,0.038461538461538464,,1
0.0,0.8125,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.686977056939007,0.29175710392041054,0.21462693601251043,0.9166666666666667,0.2692307692307693,0.0,1
0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6906398000846988,0.2331324143722291,0.11472547717486771,0.6166666666666667,0.11538461538461539,1.0,0
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.693228289437528,0.2846122643590638,0.07913283777125596,0.8666666666666665,0.11538461538461539,,0
0.0,0.125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7109038538006213,0.5267041936792367,0.5790043058203552,0.33333333333333326,0.5384615384615385,0.0,1
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.713485554309138,0.5029070388055878,0.07890790685717959,0.8333333333333333,0.11538461538461539,,0
0.0,0.1875,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7187747105851012,0.5623572277453194,0.16861249759002592,0.7166666666666668,0.23076923076923078,0.0,1
0.0,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7232931713924564,0.2727279196703696,0.14307748334440137,0.7666666666666666,0.11538461538461539,1.0,0
0.0,0.5,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.7333303160691945,0.43684573835939117,0.32592489449669027,0.6833333333333333,0.2692307692307693,0.0,1
0.0,0.6875,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.7336904480960525,0.32834238298901947,0.0053019429746577855,0.9166666666666667,0.038461538461538464,,1
0.0,0.875,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.7408426572183195,0.38631948249727804,0.2303399670101326,0.9333333333333333,0.19230769230769232,1.0,1
0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.7419236998554946,0.18916745539812557,0.029187463850388812,0.43333333333333335,0.038461538461538464,1.0,1
0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7453837475067161,0.25740636630823865,0.10800968274030118,0.6333333333333333,0.038461538461538464,1.0,0
0.0,0.3125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489989687422212,0.1795461176621288,0.11315096077633298,0.7666666666666666,0.11538461538461539,0.0,0
0.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7532303584186518,0.2488951829263954,0.13356611897774254,0.8333333333333333,0.19230769230769232,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536373657990955,0.1816881462557198,0.006855037381375719,0.8666666666666665,0.038461538461538464,,0
0.0,0.5,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.7624951912352788,0.29709438446922526,0.28685118142284866,0.44999999999999996,0.34615384615384615,0.0,1
0.0,0.6875,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.76950192512228,0.35818845581799164,0.22552001885135278,0.3833333333333333,0.23076923076923078,0.0,0
0.0,0.5,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.7715886865525925,0.39516513546018034,0.06250937212141984,0.9833333333333332,0.038461538461538464,1.0,1
0.0,0.6875,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.7789539360749488,0.36230883640167666,0.23739851331376793,,0.2692307692307693,0.0,1
