match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,round_no,match_no
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,False,False,True,False,Backhand,0,0,False,False,True,False,True,False,False,False,False,False,False,False,17.567,22.066,5,120,Body/Wide,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,29,1,1,2,0,0,0,0,15,0,1,2,1,2,0,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,16.351,16.25,5,94,Body/Wide,False,True,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,71,1,1,3,0,0,0,0,30,0,1,2,1,3,0,0,0,False,False,True,False,Forehand,0,0,False,False,True,False,True,False,False,False,False,False,False,False,13.674,15.22,5,102,Body/Center,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,128,1,1,4,0,0,0,0,40,0,1,2,2,3,1,0,0,False,False,False,True,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,13.11,11.423,4,96,Body/Wide,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,168,1,1,5,0,0,0,0,40,15,1,2,2,3,2,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,10.752,12.444,2,100,Center,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,212,1,1,6,0,0,0,0,40,30,1,1,2,3,3,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,54.7,52.062,14,131,Wide,True,True,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,266,1,1,7,0,0,0,0,40,40,1,2,2,3,4,0,0,False,False,False,True,Forehand,0,0,False,False,False,True,False,True,False,False,False,False,False,False,23.058,27.678,8,102,Body/Center,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,321,1,1,8,0,0,0,0,40,AD,1,1,1,4,4,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,True,False,False,False,True,3.27,3.789,1,131,Center,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,349,1,1,9,0,0,0,0,40,40,1,1,1,5,4,0,0,False,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,3.713,5.169,1,122,Wide,True,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,377,1,1,10,0,0,0,0,AD,40,1,1,1,6,4,1,0,False,False,True,False,Forehand,0,0,False,False,True,False,True,False,False,False,False,False,False,False,55.34,60.437,13,137,Center,False,True,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,474,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,False,False,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.769,0.846,1,115,Wide,True,,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,494,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,6.813,5.813,2,125,Body/Wide,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,532,1,2,13,0,0,1,0,15,15,2,2,1,8,5,0,0,False,False,False,False,,0,0,False,True,False,True,False,False,False,False,False,False,False,False,12.621,11.886,2,104,Center,False,False,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,570,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,False,False,False,True,Forehand,0,0,False,False,True,False,False,False,False,False,False,False,False,False,25.721,14.623,5,119,Center,False,True,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,615,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,6.647,5.773,1,121,Center,False,True,4,2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,638,1,2,16,0,0,1,0,30,40,2,2,2,8,8,2,0,False,False,False,False,,0,0,False,False,False,True,False,True,False,False,False,False,False,False,33.112,31.987,7,115,Center,True,True,4,2
