match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,round_no,match_no
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,0,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.279,3.05,1,99,Body/Center,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,25,1,1,2,0,0,0,0,0,15,2,1,2,0,2,0,0,False,True,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,1.983,1.673,1,126,Center,False,,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,38,1,1,3,0,0,0,0,0,30,2,1,2,0,3,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.019,5.167,1,124,Body/Center,True,,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,53,1,1,4,0,0,0,0,0,40,2,2,2,0,4,2,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,3.671,4.228,1,98,Body,False,True,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,123,1,2,5,0,0,0,1,0,0,1,2,2,0,5,0,0,False,False,False,False,,1,0,True,False,False,False,False,False,False,False,False,False,False,False,2.37,2.121,0,,Body/Wide,True,,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,155,1,2,6,0,0,0,1,0,15,1,1,1,1,5,0,0,False,False,True,False,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,10.118,9.684,3,116,Center,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,196,1,2,7,0,0,0,1,15,15,1,2,1,2,5,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,2.725,3.234,1,88,Body/Center,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,231,1,2,8,0,0,0,1,30,15,1,2,1,3,5,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,22.64,24.526,7,96,Body/Center,True,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,280,1,2,9,0,0,0,1,40,15,1,2,2,3,6,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,22.184,19.289,6,83,Body,False,True,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,330,1,2,10,0,0,0,1,40,30,1,1,1,4,6,1,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.852,5.808,1,116,Wide,True,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,358,1,3,11,0,0,1,1,0,0,2,1,1,5,6,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,10.438,7.279,2,104,Body/Wide,False,True,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,375,1,3,12,0,0,1,1,15,0,2,1,2,5,7,0,0,False,True,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.968,0.777,1,120,Center,True,,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,390,1,3,13,0,0,1,1,15,15,2,1,2,5,8,0,0,False,True,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.688,0.542,1,129,Center,False,,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,405,1,3,14,0,0,1,1,15,30,2,2,2,5,9,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.631,3.611,1,92,Wide,True,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,448,1,3,15,0,0,1,1,15,40,2,1,2,5,10,2,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.312,4.642,1,122,Body,False,True,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,544,1,4,16,0,0,1,2,0,0,1,1,1,6,10,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.127,5.716,1,115,Center,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,564,1,4,17,0,0,1,2,15,0,1,1,1,7,10,0,0,False,False,True,False,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,6.512,9.942,3,116,Wide,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,590,1,4,18,0,0,1,2,30,0,1,1,1,8,10,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,3.017,4.509,1,111,Wide,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,612,1,4,19,0,0,1,2,40,0,1,1,2,8,11,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,6.995,8.466,2,104,Body/Center,False,False,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,637,1,4,20,0,0,1,2,40,15,1,1,1,9,11,1,0,False,False,True,False,Forehand,0,0,False,False,True,False,True,False,False,False,False,False,False,False,48.046,46.277,13,124,Center,False,True,3,15
2023-wimbledon-1315,Lorenzo Musetti,Hubert Hurkacz,688,1,5,21,0,0,2,2,0,0,2,1,2,9,12,0,0,False,False,False,True,Forehand,0,0,False,False,False,True,False,True,False,False,False,False,False,False,14.266,15.603,5,113,Wide,True,False,3,15
