match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,round_no,match_no
2023-wimbledon-1313,Andrey Rublev,David Goffin,0,1,1,1,0,0,0,0,Love,Love,1,2,1,1,0,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,11.412,16.527,3,88,Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,35,1,1,2,0,0,0,0,15,Love,1,1,1,2,0,0,0,False,False,True,False,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,6.314,9.633,3,117,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,57,1,1,3,0,0,0,0,30,Love,1,2,1,3,0,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,3.731,3.345,1,88,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,85,1,1,4,0,0,0,0,40,Love,1,1,1,4,0,1,0,True,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0.695,0.867,1,124,Center,False,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,160,1,2,5,0,0,1,0,Love,Love,2,1,2,4,1,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,16.14,16.4,5,119,Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,185,1,2,6,0,0,1,0,Love,15,2,1,2,4,2,0,0,False,False,False,True,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,11.447,7.405,3,109,Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,209,1,2,7,0,0,1,0,Love,30,2,1,1,5,2,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,8.894,7.207,2,119,Center,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,242,1,2,8,0,0,1,0,15,30,2,2,1,6,2,0,0,False,False,True,False,Backhand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,24.169,25.458,8,95,Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,295,1,2,9,0,0,1,0,30,30,2,2,1,7,2,0,0,False,False,False,False,,0,1,False,True,False,False,False,False,False,False,False,False,False,False,1.257,0.892,0,,Center,True,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,320,1,2,10,0,0,1,0,40,30,2,1,1,8,2,1,0,False,False,False,False,,0,0,False,True,False,False,False,False,True,False,True,False,False,False,15.873,9.732,2,114,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,354,1,3,11,0,0,2,0,Love,Love,1,2,2,8,3,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,15.684,11.62,4,93,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,388,1,3,12,0,0,2,0,Love,15,1,1,1,9,3,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.505,4.448,1,121,Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,404,1,3,13,0,0,2,0,15,15,1,1,1,10,3,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,31.4,31.558,7,113,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,434,1,3,14,0,0,2,0,30,15,1,2,2,10,4,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,14.482,16.176,4,92,Body,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,493,1,3,15,0,0,2,0,30,30,1,2,1,11,4,0,0,False,False,True,False,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,12.398,12.697,5,89,Body/Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,531,1,3,16,0,0,2,0,40,30,1,1,1,12,4,1,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,14.65,12.108,3,121,Center,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,636,1,4,17,0,0,3,0,Love,Love,2,1,2,12,5,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,15.472,11.054,3,100,Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,656,1,4,18,0,0,3,0,Love,15,2,2,1,13,5,0,0,False,False,False,False,,0,1,False,True,False,False,False,False,False,False,False,False,False,False,2.335,2.036,0,,Wide,True,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,680,1,4,19,0,0,3,0,15,15,2,2,2,13,6,0,0,False,False,False,True,Backhand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,10.941,7.457,3,93,Body/Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,711,1,4,20,0,0,3,0,15,30,2,2,1,14,6,0,0,False,False,False,False,,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0.283,0.287,0,,NA,False,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,739,1,4,21,0,0,3,0,30,30,2,1,2,14,7,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,8.439,12.067,3,116,Center,True,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,765,1,4,22,0,0,3,0,30,40,2,1,1,15,7,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,7.871,7.212,2,112,Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,788,1,4,23,0,0,3,0,40,40,2,1,2,15,8,0,0,False,False,False,True,Backhand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,9.021,6.569,3,104,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,813,1,4,24,0,0,3,0,40,Advantage,2,1,2,15,9,2,0,False,False,False,True,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,9.053,10.068,3,109,Wide,True,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,840,1,5,25,0,0,3,1,Love,Love,1,1,2,15,10,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,13.934,14.865,4,126,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,860,1,5,26,0,0,3,1,Love,15,1,2,2,15,11,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,28.192,30.973,8,89,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,897,1,5,27,0,0,3,1,Love,30,1,2,2,15,12,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,7.804,7.895,2,95,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,923,1,5,28,0,0,3,1,Love,40,1,2,2,15,13,2,0,False,False,False,True,Forehand,0,0,False,False,False,False,False,False,False,True,False,True,False,False,3.694,4.166,2,89,Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1019,1,6,29,0,0,3,2,Love,Love,2,1,2,15,14,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.037,2.875,1,116,Center,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1036,1,6,30,0,0,3,2,Love,15,2,2,2,15,15,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,47.407,38.496,9,82,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1084,1,6,31,0,0,3,2,Love,30,2,1,1,16,15,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,7.869,5.858,2,118,Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1107,1,6,32,0,0,3,2,15,30,2,2,1,17,15,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,33.314,28.346,6,90,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1161,1,6,33,0,0,3,2,30,30,2,1,2,17,16,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,14.297,12.185,3,96,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1189,1,6,34,0,0,3,2,30,40,2,2,1,18,16,0,0,False,False,True,False,Forehand,0,0,False,False,False,False,False,False,False,False,False,False,False,False,28.521,27.439,8,80,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1242,1,6,35,0,0,3,2,40,40,2,1,1,19,16,0,0,False,False,False,False,,0,0,False,True,False,True,False,False,False,False,False,False,False,False,16.718,14.176,2,98,Wide,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1271,1,6,36,0,0,3,2,Advantage,40,2,1,1,20,16,1,0,False,False,False,False,,0,0,False,False,False,False,False,False,True,False,True,False,False,False,15.349,12.048,4,108,Center,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1308,1,7,37,0,0,4,2,Love,Love,1,2,2,20,17,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,11.274,12.362,2,98,Body/Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1340,1,7,38,0,0,4,2,Love,15,1,1,1,21,17,0,0,False,False,True,False,Forehand,0,0,False,False,True,False,True,False,False,False,False,False,False,False,13.823,7.369,3,122,Body,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1363,1,7,39,0,0,4,2,15,15,1,1,1,22,17,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,38.692,26.461,9,116,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1397,1,7,40,0,0,4,2,30,15,1,2,1,23,17,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,8.424,9.021,3,89,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1436,1,7,41,0,0,4,2,40,15,1,1,1,24,17,1,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,20.694,21.136,5,111,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1537,1,8,42,0,0,5,2,Love,Love,2,2,1,25,17,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,54.85,31.924,10,91,Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1589,1,8,43,0,0,5,2,15,Love,2,1,2,25,18,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,9.691,10.672,3,106,Center,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1615,1,8,44,0,0,5,2,15,15,2,1,2,25,19,0,0,False,False,False,False,,0,0,True,False,False,True,False,True,False,False,False,False,False,False,19.55,17.935,5,101,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1647,1,8,45,0,0,5,2,15,30,2,2,1,26,19,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,15.727,14.36,4,84,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1688,1,8,46,0,0,5,2,30,30,2,1,1,27,19,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,5.632,3.564,2,107,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1714,1,8,47,0,0,5,2,40,30,2,1,2,27,20,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,True,False,False,False,True,False,5.818,5.996,1,106,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1738,1,8,48,0,0,5,2,40,40,2,1,2,27,21,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,1.866,1.469,1,120,Center,False,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1772,1,8,49,0,0,5,2,40,Advantage,2,1,1,28,21,0,0,False,False,False,False,,0,0,False,True,False,False,False,False,False,False,False,False,False,False,11.277,10.601,4,111,Center,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1804,1,8,50,0,0,5,2,40,40,2,2,2,28,22,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,4.678,4.18,1,98,Body/Wide,True,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1833,1,8,51,0,0,5,2,40,Advantage,2,2,2,28,23,2,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,16.918,11.073,3,88,Wide,True,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1883,1,9,52,0,0,5,3,Love,Love,1,1,1,29,23,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,4.271,5.021,1,121,Center,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1898,1,9,53,0,0,5,3,15,Love,1,2,1,30,23,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,10.476,14.204,5,88,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1929,1,9,54,0,0,5,3,30,Love,1,1,1,31,23,0,0,True,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,1.214,1.121,1,108,Wide,True,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,1949,1,9,55,0,0,5,3,40,Love,1,1,1,32,23,1,1,True,False,True,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,1.059,1.011,1,125,Wide,True,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,2087,2,1,56,1,0,0,0,Love,Love,2,1,2,32,24,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,2.8,1.464,1,104,Wide,True,,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,2105,2,1,57,1,0,0,0,Love,15,2,2,2,32,25,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,20.753,21.32,7,81,Body/Wide,False,False,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,2142,2,1,58,1,0,0,0,Love,30,2,2,2,32,26,0,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,39.996,30.817,9,84,Body,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,2191,2,1,59,1,0,0,0,Love,40,2,2,2,32,27,2,0,False,False,False,False,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,25.271,22.417,7,85,Body/Wide,False,True,3,13
2023-wimbledon-1313,Andrey Rublev,David Goffin,2254,2,2,60,1,0,0,1,Love,Love,1,2,1,33,27,0,0,False,False,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,2.024,2.253,1,99,Body/Center,False,,3,13
